产品名字,产品型号,产品价格,产品以前价格,产品颜色,产品尺寸,产品详情,产品图片,产品标题,产品位置,适合人群,产品页面编号,产品url
Nike Air Pro Classic,AV6699-687,￥199,￥0,健身红/深藏青,['all'],"['经典按扣式扣带', 'Nike Air Pro Classic 可调节运动帽采用六片式拼接、平整帽檐和可调节背面扣带设计，塑就可靠舒适感受。结合耐用斜纹面料，提供轻盈干爽的支撑效果。', '其他细节', '斜纹面料干爽耐用，帮助保持舒适', '刺绣孔眼，提升透气性', '按扣式扣带设计，打造可调式个性化贴合感', '产品细节', '面料：100% 聚酯纤维。前片拼接（背面）：92% 聚酯纤维/8% 棉。下帽檐：100% 棉。', '手洗', '显示颜色： 健身红/深藏青', '款式： AV6699-687', '敬请注意，同款但不同配色的商品有可能在材质等方面有些许差异，本页面中的商品介绍内容仅供参考，商品具体信息请以实物为准。如商品介绍内容中包含 Nike Flyknit 或气垫相关信息，请点击此', '，获取产品技术说明和穿着注意事项。']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/cfjv1xsnufovebwiwhyq/air-pro-classic-可调节运动帽-b78Sm9.jpg'],可调节运动帽,34,womens,2,https://www.nike.com/cn/t/air-pro-classic-%E5%8F%AF%E8%B0%83%E8%8A%82%E8%BF%90%E5%8A%A8%E5%B8%BD-b78Sm9
Nike Logo,AC9667-803,￥109,￥0,余烬红/白色,['all'],"['弹性舒适 ', 'Nike Logo 头带（1 条）采用弹性结构搭配内侧硅胶设计，缔造稳固贴合的舒适佩戴体验。', '其他细节', '弹性材质设计，有助稳固头带', '富有纹理的硅胶设计，有效减少头发干扰脸部', '产品细节', '周长：约 44 厘米', '面料：聚酯纤维/锦纶/氨纶/硅胶', '可机洗', '显示颜色： 余烬红/白色', '款式： AC9667-803', '敬请注意，同款但不同配色的商品有可能在材质等方面有些许差异，本页面中的商品介绍内容仅供参考，商品具体信息请以实物为准。如商品介绍内容中包含 Nike Flyknit 或气垫相关信息，请点击此', '，获取产品技术说明和穿着注意事项。']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/qg8r6metu3nvlbweg2nq/logo-头带（1-条）-3BlQvX.jpg'],头带（1 条）,35,womens,2,https://www.nike.com/cn/t/logo-%E5%A4%B4%E5%B8%A6%EF%BC%881-%E6%9D%A1%EF%BC%89-3BlQvX
Nike Logo,AC9667-101,￥109,￥0,白色/黑,['all'],"['弹性舒适 ', 'Nike Logo 头带（1 条）采用弹性结构搭配内侧硅胶设计，缔造稳固贴合的舒适佩戴体验。', '其他细节', '弹性材质设计，有助稳固头带', '富有纹理的硅胶设计，有效减少头发干扰脸部', '产品细节', '周长：约 44 厘米', '面料：聚酯纤维/锦纶/氨纶/硅胶', '可机洗', '显示颜色： 白色/黑', '款式： AC9667-101', '敬请注意，同款但不同配色的商品有可能在材质等方面有些许差异，本页面中的商品介绍内容仅供参考，商品具体信息请以实物为准。如商品介绍内容中包含 Nike Flyknit 或气垫相关信息，请点击此', '，获取产品技术说明和穿着注意事项。']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/ddwfrubbqgstgve2orfx/logo-头带（1-条）-TNpFMG.jpg'],头带（1 条）,36,womens,2,https://www.nike.com/cn/t/logo-%E5%A4%B4%E5%B8%A6%EF%BC%881-%E6%9D%A1%EF%BC%89-TNpFMG
Jordan Classic99,AV8439-451,￥199,￥0,黑曜石色,['all'],"['轻盈质感，经典魅力', 'Jordan Classic99\xa0Snapback\xa0运动帽采用匠心设计，彰显 Jumpman 经典外观。舒适弹性面料，塑就轻盈凉爽感受。', '其他细节', '透气面料缔造干爽舒适感受，助你保持专注', '梭织聚酯纤维融入氨纶纱线，富有弹性', '背面按扣设计，可自主调节贴合感', '针织汗带，打造柔软舒适的佩戴感受', '正面饰有热转印 Jumpman 标志', '产品细节', '面料：95% 聚酯纤维/5% 氨纶。前片拼接（背面）：100% 聚酯纤维。下帽檐：100% 棉。', '手洗', '显示颜色： 黑曜石色', '款式： AV8439-451', '敬请注意，同款但不同配色的商品有可能在材质等方面有些许差异，本页面中的商品介绍内容仅供参考，商品具体信息请以实物为准。如商品介绍内容中包含 Nike Flyknit 或气垫相关信息，请点击此', '，获取产品技术说明和穿着注意事项。']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/b1z8mmirpapvmtdl8zjj/jordan-classic99-snapback-运动帽-ZZqp0X.jpg'],Snapback 运动帽,37,womens,2,https://www.nike.com/cn/t/jordan-classic99-snapback-%E8%BF%90%E5%8A%A8%E5%B8%BD-ZZqp0X/AV8439-451
Jordan Classic99,AV8439-687,￥199,￥0,健身红/黑,['all'],"['轻盈质感，经典魅力', 'Jordan Classic99\xa0Snapback\xa0运动帽采用匠心设计，彰显 Jumpman 经典外观。舒适弹性面料，塑就轻盈凉爽感受。', '其他细节', '透气面料缔造干爽舒适感受，助你保持专注', '梭织聚酯纤维融入氨纶纱线，富有弹性', '背面按扣设计，可自主调节贴合感', '针织汗带，打造柔软舒适的佩戴感受', '正面饰有热转印 Jumpman 标志', '产品细节', '面料：95% 聚酯纤维/5% 氨纶。前片拼接（背面）：100% 聚酯纤维。下帽檐：100% 棉。', '手洗', '显示颜色： 健身红/黑', '款式： AV8439-687', '敬请注意，同款但不同配色的商品有可能在材质等方面有些许差异，本页面中的商品介绍内容仅供参考，商品具体信息请以实物为准。如商品介绍内容中包含 Nike Flyknit 或气垫相关信息，请点击此', '，获取产品技术说明和穿着注意事项。']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/hoez40ulgbhfvnv9phl2/jordan-classic99-snapback-运动帽-ZZqp0X.jpg'],Snapback 运动帽,37,womens,2,https://www.nike.com/cn/t/jordan-classic99-snapback-%E8%BF%90%E5%8A%A8%E5%B8%BD-ZZqp0X/AV8439-687
Nike SB,AA9976-010,￥149,￥199,黑/白色/黑,['all'],"['日常基本之选', 'Nike SB 滑板针织帽妥善贴合头部，无论是街头出行还是滑板运动皆可营造出色包覆效果，是一款适合日常佩戴的经典单品。', '其他细节', '腈纶面料，柔软保暖', '翻边软帽设计，令你随心切换风格', '帽口饰有 Nike SB 提环标签', '产品细节', '面料：100% 腈纶', '手洗', '显示颜色： 黑/白色/黑', '款式： AA9976-010', '敬请注意，同款但不同配色的商品有可能在材质等方面有些许差异，本页面中的商品介绍内容仅供参考，商品具体信息请以实物为准。如商品介绍内容中包含 Nike Flyknit 或气垫相关信息，请点击', '，获取产品技术说明和穿着注意事项。']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/gidwsqyabvswfc8pfrs3/sb-滑板针织帽-RK0TJ1.jpg'],滑板针织帽,38,womens,2,https://www.nike.com/cn/t/sb-%E6%BB%91%E6%9D%BF%E9%92%88%E7%BB%87%E5%B8%BD-RK0TJ1
Nike Sportswear,925417-010,￥139,￥209,黑/黑,['all'],"['舒适御寒', 'Nike Sportswear 针织帽融入针织蜂巢式图案，在寒冷时节为你营造出色保暖效果。', '其他细节', '蜂巢式针织图案，塑就纹理外观和质感', '罗纹帽口稳固贴合，营造出色保暖效果', '帽口缝有 Nike 企业标志贴片', '产品细节', '面料：100% 腈纶', '手洗', '显示颜色： 黑/黑', '款式： 925417-010', '敬请注意，同款但不同配色的商品有可能在材质等方面有些许差异，本页面中的商品介绍内容仅供参考，商品具体信息请以实物为准。如商品介绍内容中包含 Nike Flyknit 或气垫相关信息，请点击', '，获取产品技术说明和穿着注意事项。']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/jdjtldbha3l89y8snicj/sportswear-针织帽-g0MP7H.jpg'],针织帽,39,womens,2,https://www.nike.com/cn/t/sportswear-%E9%92%88%E7%BB%87%E5%B8%BD-g0MP7H/925417-010
Nike Sportswear,925417-246,￥139,￥209,暗赤褐/暗赤褐,['all'],"['舒适御寒', 'Nike Sportswear 针织帽融入针织蜂巢式图案，在寒冷时节为你营造出色保暖效果。', '其他细节', '蜂巢式针织图案，塑就纹理外观和质感', '罗纹帽口稳固贴合，营造出色保暖效果', '帽口缝有 Nike 企业标志贴片', '产品细节', '面料：100% 腈纶', '手洗', '显示颜色： 暗赤褐/暗赤褐', '款式： 925417-246', '敬请注意，同款但不同配色的商品有可能在材质等方面有些许差异，本页面中的商品介绍内容仅供参考，商品具体信息请以实物为准。如商品介绍内容中包含 Nike Flyknit 或气垫相关信息，请点击', '，获取产品技术说明和穿着注意事项。']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/d8moiowvkmq0v14bnx6j/sportswear-针织帽-g0MP7H.jpg'],针织帽,39,womens,2,https://www.nike.com/cn/t/sportswear-%E9%92%88%E7%BB%87%E5%B8%BD-g0MP7H/925417-246
Jordan Graphic,AA1302-010,￥189,￥249,黑/健身红/健身红,['all'],"['御寒保暖', 'Jordan Graphic 针织帽采用柔软保暖的针织面料，巧妙融入经典细节设计。', '其他细节', '针织面料，柔软保暖', '翻边设计，稳固舒适', '\xa0', '产品细节', '面料/里料：100% 腈纶', '手洗', '显示颜色： 黑/健身红/健身红', '款式： AA1302-010', '敬请注意，同款但不同配色的商品有可能在材质等方面有些许差异，本页面中的商品介绍内容仅供参考，商品具体信息请以实物为准。如商品介绍内容中包含 Nike Flyknit 或气垫相关信息，请点击此', '，获取产品技术说明和穿着注意事项。']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/zktt82ybqz03ovirxiuu/jordan-graphic-针织帽-W5TkR5.jpg'],针织帽,40,womens,2,https://www.nike.com/cn/t/jordan-graphic-%E9%92%88%E7%BB%87%E5%B8%BD-W5TkR5
Jordan Pro Legacy,AA5746-100,￥169,￥249,白色/黑曜石色/红外线红 23,['all'],"['专属包覆', 'Jordan Pro Legacy Snapback 可调节运动帽结合经典细节和按扣式扣带设计，打造个性化的贴合佩戴体验。', '其他细节', '六片式拼接设计，实现出色耐用性', '刺绣孔眼，增强空气流通效果', '可调节按扣式扣带设计，打造专属舒适感', '产品细节', '敬请注意，同款但不同配色的商品有可能在材质等方面有些许差异，本页面中的商品介绍内容仅供参考，商品具体信息请以实物为准。如商品介绍内容中包含 Nike Flyknit 或气垫相关信息，请点击', '，获取产品技术说明和穿着注意事项。']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/vbdxq2rqgixztlxpmkyv/jordan-pro-legacy-snapback-可调节运动帽-cfWF5R.jpg'],Snapback 可调节运动帽,41,womens,2,https://www.nike.com/cn/t/jordan-pro-legacy-snapback-%E5%8F%AF%E8%B0%83%E8%8A%82%E8%BF%90%E5%8A%A8%E5%B8%BD-cfWF5R
巴黎圣日耳曼,AO8593-410,￥129,￥199,深藏青/挑战红,['all'],"['彰显球队风采', '巴黎圣日耳曼针织帽采用柔软针织面料，巧搭球队细节，在冷天中为你营造温暖舒适感受。', '其他细节', '产品细节', '产品细节', '顶部绒球', '面料：95% 腈纶/4% 锦纶/1% 其他纤维', '手洗', '显示颜色： 深藏青/挑战红', '款式： AO8593-410', '敬请注意，同款但不同配色的商品有可能在材质等方面有些许差异，本页面中的商品介绍内容仅供参考，商品具体信息请以实物为准。如商品介绍内容中包含 Nike Flyknit 或气垫相关信息，请点击', '，获取产品技术说明和穿着注意事项。']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/xmsnj0vkugp2i0yfrbog/巴黎圣日耳曼针织帽-hv2Zmb.jpg'],针织帽,42,womens,2,https://www.nike.com/cn/t/%E5%B7%B4%E9%BB%8E%E5%9C%A3%E6%97%A5%E8%80%B3%E6%9B%BC%E9%92%88%E7%BB%87%E5%B8%BD-hv2Zmb
Jordan Pro Shield,AA5748-010,￥199,￥299,黑/白色,['all'],"['温暖包覆', 'Jordan Pro Shield 可调节运动帽采用耐用不易撕裂面料，巧搭经典细节和起绒耳部护翼，在寒冷天气中营造温暖包覆体验。', '其他细节', '不易撕裂面料经久耐用', '起绒耳部护翼，营造温暖包覆效果', '可调式设计，缔造专属贴合感', '产品细节', '敬请注意，同款但不同配色的商品有可能在材质等方面有些许差异，本页面中的商品介绍内容仅供参考，商品具体信息请以实物为准。如商品介绍内容中包含 Nike Flyknit 或气垫相关信息，请点击', '，获取产品技术说明和穿着注意事项。']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/qwr8whdrto5blowscp7n/jordan-pro-shield-可调节运动帽-fmPQQR.jpg'],可调节运动帽,43,womens,2,https://www.nike.com/cn/t/jordan-pro-shield-%E5%8F%AF%E8%B0%83%E8%8A%82%E8%BF%90%E5%8A%A8%E5%B8%BD-fmPQQR/AA5748-010
Jordan Pro Shield,AA5748-072,￥199,￥299,浅骨色/白色,['all'],"['温暖包覆', 'Jordan Pro Shield 可调节运动帽采用耐用不易撕裂面料，巧搭经典细节和起绒耳部护翼，在寒冷天气中营造温暖包覆体验。', '其他细节', '不易撕裂面料经久耐用', '起绒耳部护翼，营造温暖包覆效果', '可调式设计，缔造专属贴合感', '产品细节', '敬请注意，同款但不同配色的商品有可能在材质等方面有些许差异，本页面中的商品介绍内容仅供参考，商品具体信息请以实物为准。如商品介绍内容中包含 Nike Flyknit 或气垫相关信息，请点击', '，获取产品技术说明和穿着注意事项。']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/pu5trpovr8bkwgegizce/jordan-pro-shield-可调节运动帽-fmPQQR.jpg'],可调节运动帽,43,womens,2,https://www.nike.com/cn/t/jordan-pro-shield-%E5%8F%AF%E8%B0%83%E8%8A%82%E8%BF%90%E5%8A%A8%E5%B8%BD-fmPQQR/AA5748-072
Jordan,BV1389-657,￥199,￥259,大学红/黑/白色,['all'],"['柔软保暖，不惧寒冷', 'Jordan Cuffed Knit Hockey 针织帽从溜冰运动汲取设计灵感匠心打造，带来出众保暖体验。', '其他细节', '针织腈纶纱线面料，柔软保暖', '精制帽口，稳固贴合', '产品细节', '敬请注意，同款但不同配色的商品有可能在材质等方面有些许差异，本页面中的商品介绍内容仅供参考，商品具体信息请以实物为准。如商品介绍内容中包含 Nike Flyknit 或气垫相关信息，请点击', '，获取产品技术说明和穿着注意事项。']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/jeq14z3lh5nbb7tlup8l/jordan-cuffed-knit-hockey-针织帽-t27JHS.jpg'],Cuffed Knit Hockey 针织帽,44,womens,2,https://www.nike.com/cn/t/jordan-cuffed-knit-hockey-%E9%92%88%E7%BB%87%E5%B8%BD-t27JHS
巴萨,AO8589-455,￥129,￥199,深宝蓝/贵族红,['all'],"['彰显球队风采', '巴萨针织帽采用柔软针织面料，巧搭球队细节，在冷天中为你营造温暖舒适感受。', '其他细节', '产品细节', '产品细节', '顶部绒球', '面料：95% 腈纶/4% 锦纶/1% 其他纤维', '手洗', '显示颜色： 深宝蓝/贵族红', '款式： AO8589-455', '\xa0', '敬请注意，同款但不同配色的商品有可能在材质等方面有些许差异，本页面中的商品介绍内容仅供参考，商品具体信息请以实物为准。如商品介绍内容中包含 Nike Flyknit 或气垫相关信息，请点击', '，获取产品技术说明和穿着注意事项。']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/pivgaudbbkmyv7ye8t0x/巴萨针织帽-pkGqQS.jpg'],针织帽,45,womens,2,https://www.nike.com/cn/t/%E5%B7%B4%E8%90%A8%E9%92%88%E7%BB%87%E5%B8%BD-pkGqQS
Nike Sportswear,925422-478,￥189,￥249,空间蓝/波斯紫/金属银,['all'],"['舒适御寒', 'Nike Sportswear 针织帽采用柔软面料和翻边设计，在寒冷时节为你缔造温暖舒适的包覆体验。', '其他细节', '产品细节', '产品细节', '面料：77% 腈纶/23% 羊毛', '手洗', '显示颜色： 空间蓝/波斯紫/金属银', '款式： 925422-478', '敬请注意，同款但不同配色的商品有可能在材质等方面有些许差异，本页面中的商品介绍内容仅供参考，商品具体信息请以实物为准。如商品介绍内容中包含 Nike Flyknit 或气垫相关信息，请点击', '，获取产品技术说明和穿着注意事项。']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/nqyzdyzxgk8jjykzkncv/sportswear-针织帽-Fd1lxR.jpg'],针织帽,46,womens,2,https://www.nike.com/cn/t/sportswear-%E9%92%88%E7%BB%87%E5%B8%BD-Fd1lxR
Nike AeroBill Pro,891286-325,￥169,￥249,军裤卡其/帆布橄榄绿/黑,['all'],"['透气舒适', 'Nike AeroBill Pro 可调节运动帽采用穿孔拼接和可调式设计，打造凉爽的个性化舒适体验。', '其他细节', 'Nike AeroBill 技术，实现出众透气性和舒适速干性', '可调式按扣设计，打造专属舒适感', '六片式拼接设计，实现出色耐用性', '产品细节', '面料/拼接背面部分：100% 聚酯纤维。前片拼接（背面）：92% 聚酯纤维/8% 棉。', '手洗', '显示颜色： 军裤卡其/帆布橄榄绿/黑', '款式： 891286-325', '敬请注意，同款但不同配色的商品有可能在材质等方面有些许差异，本页面中的商品介绍内容仅供参考，商品具体信息请以实物为准。如商品介绍内容中包含 Nike Flyknit 或气垫相关信息，请点击', '，获取产品技术说明和穿着注意事项。']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/jzlnzfs95fockj8hxnah/aerobill-pro-可调节运动帽-S4vCxZ.jpg'],可调节运动帽,47,womens,2,https://www.nike.com/cn/t/aerobill-pro-%E5%8F%AF%E8%B0%83%E8%8A%82%E8%BF%90%E5%8A%A8%E5%B8%BD-S4vCxZ/891286-325
Nike AeroBill Pro,891286-010,￥169,￥249,黑/黑/白色,['all'],"['透气舒适', 'Nike AeroBill Pro 可调节运动帽采用穿孔拼接和可调式设计，打造凉爽的个性化舒适体验。', '其他细节', 'Nike AeroBill 技术，实现出众透气性和舒适速干性', '可调式按扣设计，打造专属舒适感', '六片式拼接设计，实现出色耐用性', '产品细节', '面料/拼接背面部分：100% 聚酯纤维。前片拼接（背面）：92% 聚酯纤维/8% 棉。', '手洗', '显示颜色： 黑/黑/白色', '款式： 891286-010', '敬请注意，同款但不同配色的商品有可能在材质等方面有些许差异，本页面中的商品介绍内容仅供参考，商品具体信息请以实物为准。如商品介绍内容中包含 Nike Flyknit 或气垫相关信息，请点击', '，获取产品技术说明和穿着注意事项。']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/jnh3xj5cb2jvgpdrnmyo/aerobill-pro-可调节运动帽-S4vCxZ.jpg'],可调节运动帽,47,womens,2,https://www.nike.com/cn/t/aerobill-pro-%E5%8F%AF%E8%B0%83%E8%8A%82%E8%BF%90%E5%8A%A8%E5%B8%BD-S4vCxZ/891286-010
Nike Sportswear True AF-1,891298-011,￥129,￥199,黑/荧光黄,['all'],"['专属舒适', 'Nike Sportswear True AF-1 可调节运动帽采用经典六片式拼接和背面按扣设计，打造专属舒适感。', '其他细节', '背面按扣式扣带设计，缔造专属舒适感', '刺绣孔眼，有效提升透气性', '耐用六片式拼接设计', '产品细节', '面料/前片拼接（正面）：100% 聚酯纤维。前片拼接（背面）：80% 聚酯纤维/20% 棉。下帽檐：100% 棉。', '手洗', '显示颜色： 黑/荧光黄', '款式： 891298-011', '敬请注意，同款但不同配色的商品有可能在材质等方面有些许差异，本页面中的商品介绍内容仅供参考，商品具体信息请以实物为准。如商品介绍内容中包含 Nike Flyknit 或气垫相关信息，请点击此', '，获取产品技术说明和穿着注意事项。']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/avsv54aqrgosdsefu6tm/sportswear-true-af-1-可调节运动帽-x3vQ3P.jpg'],可调节运动帽,48,womens,2,https://www.nike.com/cn/t/sportswear-true-af-1-%E5%8F%AF%E8%B0%83%E8%8A%82%E8%BF%90%E5%8A%A8%E5%B8%BD-x3vQ3P
切尔西,AO8588-495,￥129,￥199,灯草蓝/灯草蓝,['all'],"['彰显球队风采', '切尔西针织帽采用柔软针织面料，巧搭球队细节，在冷天中为你营造温暖舒适感受。', '其他细节', '产品细节', '产品细节', '顶部绒球', '面料：95% 腈纶/4% 锦纶/1% 其他纤维', '手洗', '显示颜色： 灯草蓝/灯草蓝', '款式： AO8588-495', '敬请注意，同款但不同配色的商品有可能在材质等方面有些许差异，本页面中的商品介绍内容仅供参考，商品具体信息请以实物为准。如商品介绍内容中包含 Nike Flyknit 或气垫相关信息，请点击', '，获取产品技术说明和穿着注意事项。']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/uoz8jgpd52b4m708o9z4/切尔西针织帽-d1cDxb.jpg'],针织帽,49,womens,2,https://www.nike.com/cn/t/%E5%88%87%E5%B0%94%E8%A5%BF%E9%92%88%E7%BB%87%E5%B8%BD-d1cDxb
"Jordan Pro ""He Got Game"" XIII",AA1314-010,￥169,￥249,黑/白色,['all'],"['休闲舒适', 'Jordan Pro ""He Got Game"" XIII 可调节运动帽采用经典六片式拼接设计，匠心融入经典细节，塑就出色耐用性和舒适感。', '其他细节', '六片式拼接设计，缔造经典贴合感', '刺绣孔眼，提升透气效果', '背面可调节扣合设计，打造专属舒适感', '产品细节', '敬请注意，同款但不同配色的商品有可能在材质等方面有些许差异，本页面中的商品介绍内容仅供参考，商品具体信息请以实物为准。如商品介绍内容中包含 Nike Flyknit 或气垫相关信息，请点击', '，获取产品技术说明和穿着注意事项。']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/mnaijechdpeptqczag2g/jordan-pro-he-got-game-13-可调节运动帽-ZvW890.jpg'],可调节运动帽,50,womens,2,https://www.nike.com/cn/t/jordan-pro-he-got-game-13-%E5%8F%AF%E8%B0%83%E8%8A%82%E8%BF%90%E5%8A%A8%E5%B8%BD-ZvW890/AA1314-010
"Jordan Pro ""He Got Game"" XIII",AA1314-405,￥169,￥249,皇家蓝/白色,['all'],"['休闲舒适', 'Jordan Pro ""He Got Game"" XIII 可调节运动帽采用经典六片式拼接设计，匠心融入经典细节，塑就出色耐用性和舒适感。', '其他细节', '六片式拼接设计，缔造经典贴合感', '刺绣孔眼，提升透气效果', '背面可调节扣合设计，打造专属舒适感', '产品细节', '敬请注意，同款但不同配色的商品有可能在材质等方面有些许差异，本页面中的商品介绍内容仅供参考，商品具体信息请以实物为准。如商品介绍内容中包含 Nike Flyknit 或气垫相关信息，请点击', '，获取产品技术说明和穿着注意事项。']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/mboa2ityluv5vsvdwy84/jordan-pro-he-got-game-13-可调节运动帽-ZvW890.jpg'],可调节运动帽,50,womens,2,https://www.nike.com/cn/t/jordan-pro-he-got-game-13-%E5%8F%AF%E8%B0%83%E8%8A%82%E8%BF%90%E5%8A%A8%E5%B8%BD-ZvW890/AA1314-405
"Jordan Pro ""He Got Game"" XIII",AA1314-091,￥169,￥249,碳素灰/大学红,['all'],"['休闲舒适', 'Jordan Pro ""He Got Game"" XIII 可调节运动帽采用经典六片式拼接设计，匠心融入经典细节，塑就出色耐用性和舒适感。', '其他细节', '六片式拼接设计，缔造经典贴合感', '刺绣孔眼，提升透气效果', '背面可调节扣合设计，打造专属舒适感', '产品细节', '敬请注意，同款但不同配色的商品有可能在材质等方面有些许差异，本页面中的商品介绍内容仅供参考，商品具体信息请以实物为准。如商品介绍内容中包含 Nike Flyknit 或气垫相关信息，请点击', '，获取产品技术说明和穿着注意事项。']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/nd28sm7lflar3ubre1ln/jordan-pro-he-got-game-13-可调节运动帽-ZvW890.jpg'],可调节运动帽,50,womens,2,https://www.nike.com/cn/t/jordan-pro-he-got-game-13-%E5%8F%AF%E8%B0%83%E8%8A%82%E8%BF%90%E5%8A%A8%E5%B8%BD-ZvW890/AA1314-091
Jordan Cuffed,AA1297-010,￥189,￥249,黑,['all'],"['舒适御寒', 'Jordan Cuffed\xa0针织帽采用柔软保暖面料，打造舒适贴合的佩戴体验。', '其他细节', '产品细节', '产品细节', '面料/里料：80% 聚酯纤维/20% 棉', '手洗', '显示颜色： 黑', '款式： AA1297-010', '敬请注意，同款但不同配色的商品有可能在材质等方面有些许差异，本页面中的商品介绍内容仅供参考，商品具体信息请以实物为准。如商品介绍内容中包含 Nike Flyknit 或气垫相关信息，请点击', '，获取产品技术说明和穿着注意事项。']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/sfbjzwcv6npoz8holv2x/jordan-cuffed-针织帽-RPKF3g.jpg'],针织帽,51,womens,2,https://www.nike.com/cn/t/jordan-cuffed-%E9%92%88%E7%BB%87%E5%B8%BD-RPKF3g/AA1297-010
Jordan Cuffed,AA1297-091,￥189,￥249,碳素灰,['all'],"['舒适御寒', 'Jordan Cuffed\xa0针织帽采用柔软保暖面料，打造舒适贴合的佩戴体验。', '其他细节', '产品细节', '产品细节', '面料/里料：80% 聚酯纤维/20% 棉', '手洗', '显示颜色： 碳素灰', '款式： AA1297-091', '敬请注意，同款但不同配色的商品有可能在材质等方面有些许差异，本页面中的商品介绍内容仅供参考，商品具体信息请以实物为准。如商品介绍内容中包含 Nike Flyknit 或气垫相关信息，请点击', '，获取产品技术说明和穿着注意事项。']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/uykzxjhgsax7tze6h8f9/jordan-cuffed-针织帽-RPKF3g.jpg'],针织帽,51,womens,2,https://www.nike.com/cn/t/jordan-cuffed-%E9%92%88%E7%BB%87%E5%B8%BD-RPKF3g/AA1297-091
